name,position,alphavetical value,name score
XAVIER,5080,79,401320
XENIA,5081,53,269293
XIAO,5082,49,249018
XIOMARA,5083,81,411723
XOCHITL,5084,91,462644
XUAN,5085,60,305100
YADIRA,5086,58,294988
YAEKO,5087,57,289959
YAEL,5088,43,218784
YAHAIRA,5089,63,320607
YAJAIRA,5090,65,330850
YAN,5091,40,203640
YANG,5092,47,239324
YANIRA,5093,68,346324
YASMIN,5094,81,412614
YASMINE,5095,86,438170
YASUKO,5096,92,468832
YEE,5097,35,178395
YELENA,5098,62,316076
YEN,5099,44,224356
YER,5100,48,244800
YESENIA,5101,78,397878
YESSENIA,5102,97,494894
YETTA,5103,71,362313
YEVETTE,5104,102,520608
YI,5105,34,173570
YING,5106,55,280830
YOKO,5107,66,337062
YOLANDA,5108,72,367776
YOLANDE,5109,76,388284
YOLANDO,5110,86,439460
YOLONDA,5111,86,439546
YON,5112,54,276048
YONG,5113,61,311893
YOSHIE,5114,81,414234
YOSHIKO,5115,102,521730
YOULANDA,5116,93,475788
YOUNG,5117,82,419594
YU,5118,46,235428
YUETTE,5119,96,491424
YUK,5120,57,291840
YUKI,5121,66,337986
YUKIKO,5122,92,471224
YUKO,5123,72,368856
YULANDA,5124,78,399672
YUN,5125,60,307500
YUNG,5126,67,343442
YUONNE,5127,94,481938
YURI,5128,73,374344
YURIKO,5129,99,507771
YVETTE,5130,97,497610
YVONE,5131,81,415611
YVONNE,5132,95,487540
ZACHARIAH,5133,75,384975
ZACHARY,5134,82,420988
ZACHERY,5135,86,441610
ZACK,5136,41,210576
ZACKARY,5137,85,436645
ZADA,5138,32,164416
ZAIDA,5139,41,210699
ZANA,5140,42,215880
ZANDRA,5141,64,329024
ZANE,5142,46,236532
ZELDA,5143,48,246864
ZELLA,5144,56,288064
ZELMA,5145,57,293265
ZENA,5146,46,236716
ZENAIDA,5147,60,308820
ZENIA,5148,55,283140
ZENOBIA,5149,72,370728
ZETTA,5150,72,370800
ZINA,5151,50,257550
ZITA,5152,56,288512
ZOE,5153,46,237038
ZOFIA,5154,57,293778
ZOILA,5155,63,324765
ZOLA,5156,54,278424
ZONA,5157,56,288792
ZONIA,5158,65,335270
ZORA,5159,60,309540
ZORAIDA,5160,74,381840
ZULA,5161,60,309660
ZULEMA,5162,78,402636
ZULMA,5163,73,376899
